ResponseId,Country,Age,EdLevel
34723,Georgia,45-54 years old,Master
34727,India,35-44 years old,Master
34728,France,25-34 years old,Bachelor
34729,India,25-34 years old,Bachelor
34730,Switzerland,18-24 years old,Secondary school
34731,UK,45-54 years old,Professional
34732,Germany,25-34 years old,Bachelor
34738,India,25-34 years old,Bachelor
34747,Romania,25-34 years old,Bachelor
34750,Norway,35-44 years old,Master
34751,Ukraine,25-34 years old,Master
34753,Switzerland,18-24 years old,Associate degree
34754,India,18-24 years old,Bachelor
34757,UK,35-44 years old,Bachelor
34762,Italy,18-24 years old,Master
34772,Ukraine,35-44 years old,Master
34774,France,25-34 years old,Master
34778,Armenia,25-34 years old,Bachelor
34782,UK,25-34 years old,Master
34784,Poland,25-34 years old,Master
34786,Germany,18-24 years old,Secondary school
34787,India,35-44 years old,Master
34791,Switzerland,18-24 years old,Primary
34793,Malaysia,45-54 years old,Bachelor
34806,Germany,18-24 years old,Some College
34811,France,25-34 years old,Master
34814,Switzerland,25-34 years old,Bachelor
34815,Luxembourg,25-34 years old,Master
34819,Austria,25-34 years old,Master
34820,Germany,25-34 years old,Some College
34821,Switzerland,Under 18 years old,Secondary school
34823,Bangladesh,18-24 years old,Some College
34824,India,35-44 years old,Master
34825,Hungary,35-44 years old,Bachelor
34826,Ukraine,18-24 years old,Master
34829,Bulgaria,35-44 years old,Secondary school
34831,Germany,55-64 years old,Bachelor
34835,India,18-24 years old,Bachelor
34836,Latvia,45-54 years old,Some College
34838,Netherlands,25-34 years old,Bachelor
34841,Iran,25-34 years old,Professional
34843,Iran,18-24 years old,Secondary school
34847,Brazil,35-44 years old,Master
34856,Germany,18-24 years old,Secondary school
34867,Rwanda,18-24 years old,Secondary school
34868,Ukraine,25-34 years old,Bachelor
34872,Austria,25-34 years old,Master
34877,UK,25-34 years old,Bachelor
34879,Germany,35-44 years old,Master
34880,Portugal,25-34 years old,Associate degree
34882,Russia,35-44 years old,Professional
34883,Denmark,45-54 years old,Some College
34889,Denmark,35-44 years old,Some College
34890,Italy,18-24 years old,Secondary school
34891,Bulgaria,35-44 years old,Some College
34893,India,25-34 years old,Master
34903,Lithuania,35-44 years old,Some College
34905,Ireland,35-44 years old,Bachelor
34906,Latvia,25-34 years old,Bachelor
34907,Ukraine,18-24 years old,Bachelor
34908,Iceland,25-34 years old,Bachelor
34909,Bangladesh,18-24 years old,Bachelor
34912,UK,35-44 years old,Professional
34915,Poland,18-24 years old,Bachelor
34918,Lithuania,35-44 years old,Master
34919,India,25-34 years old,Bachelor
34922,Viet Nam,25-34 years old,Bachelor
34925,India,25-34 years old,Master
34927,Hungary,55-64 years old,Master
34928,USA,25-34 years old,Master
34931,India,25-34 years old,Master
34933,Pakistan,18-24 years old,Primary
34941,Germany,25-34 years old,Master
34944,Russia,25-34 years old,Secondary school
34946,Palestine,25-34 years old,Master
34949,Germany,45-54 years old,Professional
34952,India,25-34 years old,Bachelor
34954,UK,25-34 years old,Bachelor
34957,Austria,18-24 years old,Associate degree
34960,Pakistan,18-24 years old,Bachelor
34961,Saudi Arabia,35-44 years old,Secondary school
34962,Sweden,35-44 years old,Some College
34967,Thailand,25-34 years old,Bachelor
34971,Russia,25-34 years old,Master
34974,USA,45-54 years old,Bachelor
34976,India,25-34 years old,Bachelor
34978,Croatia,25-34 years old,Bachelor
34979,Austria,35-44 years old,Secondary school
34982,Austria,45-54 years old,Some College
34983,New Zealand,25-34 years old,Bachelor
34984,UK,45-54 years old,Master
34985,Philippines,25-34 years old,Master
34987,Côte d'Ivoire,25-34 years old,Bachelor
34988,Israel,18-24 years old,Some College
34990,Czech Republic,18-24 years old,Bachelor
34996,India,18-24 years old,Bachelor
35001,Russia,18-24 years old,Some College
35002,Taiwan,Under 18 years old,Secondary school
35003,Spain,35-44 years old,Master
35008,Thailand,25-34 years old,Bachelor
35010,Israel,35-44 years old,Some College
35012,Netherlands,25-34 years old,Bachelor
35013,UK,25-34 years old,Some College
35014,Italy,35-44 years old,Associate degree
35017,Georgia,35-44 years old,Some College
35020,Austria,35-44 years old,Master
35025,Spain,25-34 years old,Bachelor
35029,Finland,25-34 years old,Master
35033,Pakistan,25-34 years old,Master
35044,Sri Lanka,25-34 years old,Some College
35045,Finland,25-34 years old,Master
35049,UK,25-34 years old,Bachelor
35051,Hungary,35-44 years old,Bachelor
35058,Switzerland,45-54 years old,Some College
35061,USA,25-34 years old,Some College
35062,UK,35-44 years old,Primary
35070,India,25-34 years old,Bachelor
35075,Ukraine,25-34 years old,Master
35076,Malaysia,55-64 years old,Master
35077,Czech Republic,35-44 years old,Associate degree
35087,Poland,25-34 years old,Master
35088,Australia,35-44 years old,Master
35093,Germany,25-34 years old,Some College
35095,Netherlands,35-44 years old,Bachelor
35104,Germany,18-24 years old,Some College
35105,Romania,18-24 years old,Bachelor
35108,Brazil,35-44 years old,Master
35109,UK,55-64 years old,Bachelor
35110,Italy,35-44 years old,Bachelor
35113,Switzerland,25-34 years old,Master
35118,Brazil,25-34 years old,Bachelor
35124,Finland,25-34 years old,Master
35127,Norway,25-34 years old,Bachelor
35130,Poland,25-34 years old,Bachelor
35131,Kenya,18-24 years old,Bachelor
35143,Jordan,25-34 years old,Bachelor
35144,Egypt,25-34 years old,Bachelor
35146,Germany,Under 18 years old,Primary
35150,UK,25-34 years old,Bachelor
35158,Finland,25-34 years old,Master
35163,UK,25-34 years old,Bachelor
35169,Netherlands,55-64 years old,Master
35170,Romania,25-34 years old,Master
35172,USA,18-24 years old,Secondary school
35174,Finland,35-44 years old,Bachelor
35179,UK,25-34 years old,Bachelor
35184,India,18-24 years old,Associate degree
35185,Finland,18-24 years old,Some College
35198,Finland,45-54 years old,Professional
35199,Germany,35-44 years old,Professional
35204,France,18-24 years old,Master
35205,Switzerland,35-44 years old,Bachelor
35206,India,25-34 years old,Bachelor
35208,Turkey,25-34 years old,Bachelor
35219,India,25-34 years old,Bachelor
35228,Australia,55-64 years old,Bachelor
35231,Egypt,25-34 years old,Bachelor
35236,Turkey,25-34 years old,Bachelor
35238,India,18-24 years old,Secondary school
35239,UK,55-64 years old,Some College
35249,USA,25-34 years old,Master
35253,India,25-34 years old,Master
35258,Switzerland,45-54 years old,Master
35263,Russia,25-34 years old,Some College
35264,Poland,18-24 years old,Bachelor
35266,UK,25-34 years old,Master
35268,Netherlands,18-24 years old,Bachelor
35271,Burkina Faso,25-34 years old,Bachelor
35272,Finland,45-54 years old,Master
35275,France,35-44 years old,Master
35277,Germany,25-34 years old,Master
35279,France,18-24 years old,Master
35280,Brazil,35-44 years old,Bachelor
35282,USA,18-24 years old,Bachelor
35283,UK,35-44 years old,Master
35285,USA,25-34 years old,Master
35288,Norway,35-44 years old,Master
35302,Belgium,18-24 years old,Other
35305,Kazakhstan,18-24 years old,Some College
35309,India,18-24 years old,Bachelor
35310,Germany,35-44 years old,Bachelor
35311,Brazil,35-44 years old,Master
35315,India,35-44 years old,Master
35316,Thailand,35-44 years old,Master
35317,Denmark,Under 18 years old,Primary
35319,Germany,25-34 years old,Master
35320,UK,18-24 years old,Secondary school
35327,Brazil,35-44 years old,Master
35328,Monaco,65 years or older,Professional
35334,Luxembourg,45-54 years old,Master
35335,Belgium,35-44 years old,Bachelor
35340,Canada,35-44 years old,Bachelor
35343,India,18-24 years old,Associate degree
35344,Germany,25-34 years old,Associate degree
35345,Germany,45-54 years old,Master
35355,Spain,25-34 years old,Bachelor
35356,USA,55-64 years old,Master
35357,Brazil,35-44 years old,Master
35362,Argentina,55-64 years old,Professional
35363,Ukraine,25-34 years old,Master
35364,Switzerland,55-64 years old,Master
35372,Poland,25-34 years old,Bachelor
35379,UK,45-54 years old,Master
35390,Serbia,25-34 years old,Bachelor
35397,Brazil,18-24 years old,Some College
35406,USA,25-34 years old,Associate degree
35411,Poland,18-24 years old,Some College
35412,Germany,18-24 years old,Some College
35414,Singapore,25-34 years old,Bachelor
35416,UK,35-44 years old,Bachelor
35419,USA,65 years or older,Bachelor
35420,Egypt,25-34 years old,Bachelor
35422,UK,45-54 years old,Master
35425,USA,18-24 years old,Bachelor
35430,China,35-44 years old,Bachelor
35434,Belgium,25-34 years old,Bachelor
35438,France,18-24 years old,Master
35439,Iceland,25-34 years old,Master
35440,India,18-24 years old,Some College
35442,Poland,Under 18 years old,Primary
35444,France,18-24 years old,Secondary school
35454,Germany,35-44 years old,Some College
35459,Sri Lanka,25-34 years old,Some College
35467,Finland,25-34 years old,Bachelor
35470,Belgium,45-54 years old,Bachelor
35474,China,18-24 years old,Some College
35475,Montenegro,25-34 years old,Secondary school
35478,Germany,45-54 years old,Master
35480,Argentina,25-34 years old,Bachelor
35481,Russia,25-34 years old,Master
35486,Canada,45-54 years old,Master
35487,Slovakia,35-44 years old,Master
35488,Italy,25-34 years old,Other
35489,Philippines,35-44 years old,Bachelor
35491,Brazil,25-34 years old,Bachelor
35494,UK,25-34 years old,Master
35497,Ukraine,25-34 years old,Master
35498,USA,25-34 years old,Professional
35502,USA,25-34 years old,Some College
35503,UK,35-44 years old,Master
35507,Italy,25-34 years old,Secondary school
35509,Germany,35-44 years old,Master
35513,USA,25-34 years old,Bachelor
35515,Bangladesh,35-44 years old,Some College
35518,Bulgaria,35-44 years old,Bachelor
35523,Portugal,35-44 years old,Master
35539,UK,35-44 years old,Bachelor
35541,Brazil,45-54 years old,Master
35543,Italy,55-64 years old,Master
35547,Indonesia,25-34 years old,Some College
35550,Canada,25-34 years old,Some College
35553,Spain,25-34 years old,Some College
35554,USA,35-44 years old,Bachelor
35559,USA,18-24 years old,Bachelor
35563,Slovakia,Under 18 years old,Secondary school
35565,Argentina,25-34 years old,Associate degree
35566,Germany,35-44 years old,Secondary school
35569,Germany,25-34 years old,Bachelor
35571,France,18-24 years old,Bachelor
35572,France,25-34 years old,Master
35573,Spain,25-34 years old,Master
35574,France,25-34 years old,Master
35575,Germany,18-24 years old,Master
35579,USA,55-64 years old,Some College
35581,Egypt,25-34 years old,Bachelor
35589,Romania,18-24 years old,Bachelor
35603,Portugal,35-44 years old,Master
35604,UK,25-34 years old,Some College
35606,Canada,25-34 years old,Associate degree
35607,Sweden,35-44 years old,Some College
35615,UK,25-34 years old,Some College
35617,France,25-34 years old,Master
35618,USA,18-24 years old,Some College
35621,Germany,25-34 years old,Master
35625,Uruguay,25-34 years old,Associate degree
35629,Germany,25-34 years old,Some College
35630,France,35-44 years old,Professional
35631,South Africa,55-64 years old,Bachelor
35635,India,25-34 years old,Bachelor
35637,Germany,25-34 years old,Master
35640,Paraguay,25-34 years old,Some College
35642,Sri Lanka,Under 18 years old,Secondary school
35649,Austria,18-24 years old,Secondary school
35655,Argentina,25-34 years old,Secondary school
35656,Ireland,25-34 years old,Master
35658,Ukraine,25-34 years old,Master
35661,USA,18-24 years old,Some College
35668,Singapore,18-24 years old,Bachelor
35670,Canada,45-54 years old,Associate degree
35671,Belarus,18-24 years old,Bachelor
35673,USA,25-34 years old,Master
35674,India,35-44 years old,Master
35675,France,35-44 years old,Master
35678,Norway,Under 18 years old,Secondary school
35679,Brazil,25-34 years old,Bachelor
35688,Kenya,18-24 years old,Some College
35698,UK,18-24 years old,Bachelor
35699,Italy,25-34 years old,Bachelor
35700,Brazil,35-44 years old,Professional
35701,USA,18-24 years old,Bachelor
35705,India,35-44 years old,Master
35706,USA,25-34 years old,Bachelor
35712,USA,35-44 years old,Bachelor
35714,Poland,45-54 years old,Master
35715,Finland,35-44 years old,Some College
35716,Peru,25-34 years old,Bachelor
35718,Serbia,18-24 years old,Secondary school
35722,Poland,35-44 years old,Some College
35734,Slovenia,35-44 years old,Master
35736,Brazil,35-44 years old,Bachelor
35742,China,35-44 years old,Bachelor
35743,Italy,25-34 years old,Secondary school
35747,USA,35-44 years old,Bachelor
35753,USA,35-44 years old,Bachelor
35755,South Africa,18-24 years old,Bachelor
35756,Canada,18-24 years old,Bachelor
35758,Malta,18-24 years old,Some College
35766,USA,25-34 years old,Bachelor
35768,Belgium,45-54 years old,Bachelor
35769,USA,25-34 years old,Master
35772,USA,35-44 years old,Bachelor
35774,Canada,18-24 years old,Secondary school
35775,USA,18-24 years old,Secondary school
35776,USA,25-34 years old,Bachelor
35792,USA,25-34 years old,Bachelor
35795,Kenya,25-34 years old,Bachelor
35798,Czech Republic,25-34 years old,Some College
35800,Canada,35-44 years old,Associate degree
35807,Tunisia,25-34 years old,Master
35817,USA,25-34 years old,Bachelor
35821,USA,25-34 years old,Bachelor
35824,Italy,35-44 years old,Secondary school
35826,Germany,25-34 years old,Master
35829,USA,25-34 years old,Bachelor
35830,UK,25-34 years old,Bachelor
35833,Macedonia,25-34 years old,Secondary school
35834,USA,35-44 years old,Bachelor
35838,Austria,35-44 years old,Secondary school
35846,India,Under 18 years old,Secondary school
35848,Austria,25-34 years old,Bachelor
35851,Brazil,45-54 years old,Master
35855,Germany,18-24 years old,Bachelor
35864,Luxembourg,45-54 years old,Master
35865,Bangladesh,18-24 years old,Secondary school
35873,USA,25-34 years old,Master
35874,USA,35-44 years old,Bachelor
35877,Brazil,35-44 years old,Bachelor
35879,Germany,25-34 years old,Master
35887,France,25-34 years old,Master
35889,Australia,25-34 years old,Secondary school
35896,Germany,25-34 years old,Secondary school
35904,Ukraine,25-34 years old,Master
35907,Azerbaijan,18-24 years old,Bachelor
35912,USA,55-64 years old,Bachelor
35913,USA,35-44 years old,Master
35916,Venezuela,25-34 years old,Bachelor
35919,UK,35-44 years old,Bachelor
35920,USA,25-34 years old,Some College
35921,Nigeria,35-44 years old,Bachelor
35922,France,25-34 years old,Master
35930,Mexico,35-44 years old,Bachelor
35932,USA,Under 18 years old,Secondary school
35937,USA,25-34 years old,Associate degree
35939,Indonesia,25-34 years old,Bachelor
35940,Costa Rica,25-34 years old,Bachelor
35943,USA,Under 18 years old,Primary
35945,France,18-24 years old,Master
35946,Canada,25-34 years old,Master
35951,USA,25-34 years old,Master
35952,Turkey,25-34 years old,Bachelor
35955,India,18-24 years old,Bachelor
35956,Egypt,35-44 years old,Master
35962,France,25-34 years old,Master
35967,USA,18-24 years old,Bachelor
35968,Azerbaijan,25-34 years old,Master
35971,USA,25-34 years old,Bachelor
35972,Morocco,25-34 years old,Bachelor
35974,India,18-24 years old,Bachelor
35976,Bangladesh,18-24 years old,Bachelor
35978,USA,45-54 years old,Bachelor
35981,Colombia,35-44 years old,Bachelor
35985,USA,25-34 years old,Bachelor
35988,Argentina,35-44 years old,Bachelor
35993,Slovakia,25-34 years old,Secondary school
35994,Sweden,25-34 years old,Associate degree
36004,India,35-44 years old,Master
36005,Brazil,25-34 years old,Bachelor
36009,Netherlands,25-34 years old,Some College
36011,Spain,35-44 years old,Master
36012,Canada,25-34 years old,Professional
36016,USA,35-44 years old,Master
36019,Brazil,18-24 years old,Some College
36020,India,18-24 years old,Bachelor
36022,Russia,18-24 years old,Some College
36024,Germany,25-34 years old,Bachelor
36025,USA,35-44 years old,Bachelor
36037,USA,35-44 years old,Master
36041,USA,45-54 years old,Some College
36042,Brazil,45-54 years old,Associate degree
36043,India,35-44 years old,Master
36044,USA,18-24 years old,Bachelor
36045,Germany,35-44 years old,Master
36046,Sweden,35-44 years old,Some College
36050,Brazil,18-24 years old,Bachelor
36053,Sweden,35-44 years old,Master
36054,Argentina,35-44 years old,Bachelor
36056,Brazil,45-54 years old,Some College
36069,USA,18-24 years old,Bachelor
36072,Mexico,18-24 years old,Professional
36077,Canada,45-54 years old,Bachelor
36081,Guatemala,25-34 years old,Some College
36086,USA,25-34 years old,Bachelor
36087,USA,25-34 years old,Bachelor
36088,Canada,Under 18 years old,Primary
36096,Armenia,25-34 years old,Bachelor
36098,UK,Under 18 years old,Primary
36101,Canada,25-34 years old,Bachelor
36109,France,25-34 years old,Master
36115,Brazil,18-24 years old,Some College
36120,France,25-34 years old,Master
36126,India,35-44 years old,Bachelor
36128,Germany,25-34 years old,Some College
36129,Ukraine,45-54 years old,Master
36130,Brazil,18-24 years old,Secondary school
36131,USA,18-24 years old,Bachelor
36132,Germany,25-34 years old,Bachelor
36133,UK,25-34 years old,Some College
36136,Costa Rica,55-64 years old,Bachelor
36139,USA,35-44 years old,Bachelor
36143,Canada,35-44 years old,Bachelor
36145,South Africa,35-44 years old,Some College
36150,Venezuela,18-24 years old,Some College
36151,Germany,45-54 years old,Master
36152,Indonesia,35-44 years old,Bachelor
36154,UK,45-54 years old,Some College
36155,Brazil,18-24 years old,Bachelor
36156,India,18-24 years old,Bachelor
36162,Sri Lanka,25-34 years old,Some College
36163,India,18-24 years old,Bachelor
36168,Canada,45-54 years old,Bachelor
36169,USA,18-24 years old,Bachelor
36171,Germany,25-34 years old,Bachelor
36172,Canada,35-44 years old,Bachelor
36176,Finland,45-54 years old,Master
36177,Sweden,25-34 years old,Some College
36184,Canada,25-34 years old,Bachelor
36190,Paraguay,25-34 years old,Some College
36191,Ukraine,35-44 years old,Master
36192,UK,45-54 years old,Professional
36206,Canada,18-24 years old,Some College
36213,Japan,45-54 years old,Master
36214,Switzerland,55-64 years old,Bachelor
36218,Germany,25-34 years old,Master
36219,USA,18-24 years old,Some College
36221,USA,35-44 years old,Master
36225,USA,25-34 years old,Some College
36231,Canada,25-34 years old,Master
36235,Canada,25-34 years old,Bachelor
36237,USA,35-44 years old,Bachelor
36238,USA,18-24 years old,Some College
36239,Iceland,45-54 years old,Secondary school
36240,USA,25-34 years old,Bachelor
36241,USA,25-34 years old,Bachelor
36244,USA,35-44 years old,Master
36246,Argentina,35-44 years old,Master
36248,Ukraine,35-44 years old,Some College
36251,Brazil,25-34 years old,Associate degree
36252,USA,35-44 years old,Some College
36255,Costa Rica,35-44 years old,Bachelor
36257,India,25-34 years old,Master
36259,USA,25-34 years old,Some College
36262,Austria,45-54 years old,Bachelor
36266,UK,55-64 years old,Bachelor
36269,Canada,25-34 years old,Bachelor
36270,Canada,35-44 years old,Master
36272,Sweden,35-44 years old,Bachelor
36273,USA,25-34 years old,Bachelor
36274,India,25-34 years old,Bachelor
36278,USA,35-44 years old,Master
36280,Ukraine,25-34 years old,Master
36291,USA,25-34 years old,Bachelor
36293,USA,18-24 years old,Bachelor
36297,Canada,25-34 years old,Associate degree
36301,Canada,18-24 years old,Bachelor
36304,Brazil,35-44 years old,Bachelor
36306,USA,35-44 years old,Bachelor
36310,USA,25-34 years old,Bachelor
36312,Germany,35-44 years old,Master
36317,Brazil,35-44 years old,Master
36326,India,18-24 years old,Secondary school
36327,USA,25-34 years old,Bachelor
36328,USA,35-44 years old,Bachelor
36332,USA,25-34 years old,Bachelor
36335,USA,25-34 years old,Bachelor
36339,UK,35-44 years old,Bachelor
36341,USA,25-34 years old,Associate degree
36347,India,18-24 years old,Secondary school
36352,Ukraine,35-44 years old,Bachelor
36357,USA,25-34 years old,Bachelor
36361,Austria,18-24 years old,Secondary school
36363,USA,35-44 years old,Bachelor
36367,Ukraine,25-34 years old,Master
36368,Brazil,25-34 years old,Bachelor
36371,India,35-44 years old,Master
36372,USA,25-34 years old,Bachelor
36379,USA,25-34 years old,Associate degree
36383,USA,25-34 years old,Bachelor
36395,India,18-24 years old,Bachelor
36400,Russia,25-34 years old,Master
36405,Mexico,25-34 years old,Bachelor
36411,USA,25-34 years old,Master
36414,Netherlands,25-34 years old,Master
36416,Brazil,25-34 years old,Master
36421,USA,55-64 years old,Master
36426,Germany,18-24 years old,Bachelor
36427,Angola,55-64 years old,Professional
36429,Bosnia and Herzegovina,25-34 years old,Bachelor
36432,USA,25-34 years old,Bachelor
36433,Germany,25-34 years old,Bachelor
36443,USA,18-24 years old,Bachelor
36444,Canada,35-44 years old,Associate degree
36445,Brazil,25-34 years old,Bachelor
36447,USA,25-34 years old,Bachelor
36448,India,25-34 years old,Bachelor
36455,Turkey,35-44 years old,Bachelor
36458,Germany,35-44 years old,Bachelor
36463,USA,35-44 years old,Some College
36464,Brazil,25-34 years old,Master
36467,Germany,35-44 years old,Professional
36470,South Africa,25-34 years old,Some College
36481,Greece,35-44 years old,Master
36484,Mexico,25-34 years old,Bachelor
36489,Finland,25-34 years old,Master
36491,USA,25-34 years old,Bachelor
36501,USA,35-44 years old,Bachelor
36503,USA,18-24 years old,Bachelor
36505,USA,18-24 years old,Some College
36514,Bulgaria,35-44 years old,Master
36517,USA,18-24 years old,Some College
36521,USA,45-54 years old,Associate degree
36522,USA,35-44 years old,Bachelor
36528,Bolivia,35-44 years old,Master
36535,India,25-34 years old,Bachelor
36540,France,35-44 years old,Master
36545,USA,25-34 years old,Some College
36553,USA,25-34 years old,Bachelor
36558,Spain,45-54 years old,Bachelor
36561,USA,25-34 years old,Some College
36563,USA,18-24 years old,Some College
36564,Pakistan,25-34 years old,Bachelor
36566,Brazil,18-24 years old,Secondary school
36568,Bolivia,25-34 years old,Some College
36569,USA,25-34 years old,Master
36572,Finland,35-44 years old,Some College
36585,USA,18-24 years old,Bachelor
36587,Sweden,35-44 years old,Bachelor
36589,Peru,18-24 years old,Bachelor
36598,USA,65 years or older,Bachelor
36600,Ukraine,25-34 years old,Bachelor
36601,USA,18-24 years old,Some College
36602,UK,35-44 years old,Bachelor
36604,Sweden,35-44 years old,Bachelor
36607,USA,35-44 years old,Bachelor
36609,UK,25-34 years old,Secondary school
36610,USA,18-24 years old,Bachelor
36611,Brazil,25-34 years old,Bachelor
36614,USA,25-34 years old,Some College
36615,USA,35-44 years old,Bachelor
36618,UK,25-34 years old,Some College
36622,Mexico,25-34 years old,Secondary school
36630,USA,25-34 years old,Bachelor
36632,Germany,25-34 years old,Bachelor
36634,USA,35-44 years old,Master
36637,Colombia,35-44 years old,Bachelor
36646,USA,25-34 years old,Bachelor
36648,USA,35-44 years old,Master
36649,USA,35-44 years old,Bachelor
36652,Morocco,25-34 years old,Bachelor
36653,USA,35-44 years old,Some College
36655,USA,35-44 years old,Bachelor
36664,Germany,18-24 years old,Some College
36665,Germany,55-64 years old,Master
36667,USA,25-34 years old,Bachelor
36668,Spain,45-54 years old,Some College
36679,Brazil,25-34 years old,Some College
36684,New Zealand,35-44 years old,Other
36687,USA,18-24 years old,Bachelor
36697,USA,25-34 years old,Bachelor
36701,Italy,35-44 years old,Bachelor
36712,USA,25-34 years old,Bachelor
36713,Canada,18-24 years old,Bachelor
36715,Syria,18-24 years old,Secondary school
36718,Denmark,25-34 years old,Bachelor
36723,Algeria,45-54 years old,Professional
36728,Syria,25-34 years old,Bachelor
36729,France,18-24 years old,Master
36731,Slovenia,45-54 years old,Bachelor
36741,UK,35-44 years old,Master
36742,Sweden,25-34 years old,Master
36747,Bosnia and Herzegovina,35-44 years old,Master
36754,USA,18-24 years old,Some College
36756,Argentina,25-34 years old,Bachelor
36757,New Zealand,25-34 years old,Bachelor
36758,Brazil,18-24 years old,Bachelor
36760,Italy,35-44 years old,Bachelor
36761,Germany,35-44 years old,Bachelor
36763,Canada,45-54 years old,Bachelor
36764,Denmark,25-34 years old,Bachelor
36765,USA,45-54 years old,Bachelor
36768,Israel,35-44 years old,Bachelor
36771,France,35-44 years old,Master
36773,USA,25-34 years old,Bachelor
36774,USA,25-34 years old,Master
36777,Bulgaria,35-44 years old,Bachelor
36782,Denmark,25-34 years old,Master
36784,USA,25-34 years old,Bachelor
36787,USA,45-54 years old,Bachelor
36791,Spain,35-44 years old,Bachelor
36793,Netherlands,25-34 years old,Bachelor
36794,Israel,18-24 years old,Other
36795,Canada,45-54 years old,Bachelor
36815,Brazil,25-34 years old,Associate degree
36820,UK,25-34 years old,Some College
36826,USA,35-44 years old,Bachelor
36833,New Zealand,18-24 years old,Secondary school
36835,USA,18-24 years old,Bachelor
36837,USA,35-44 years old,Bachelor
36842,UK,25-34 years old,Master
36843,Ukraine,25-34 years old,Master
36847,Japan,55-64 years old,Associate degree
36850,USA,35-44 years old,Bachelor
36854,Canada,25-34 years old,Bachelor
36856,Brazil,25-34 years old,Some College
36857,Sweden,25-34 years old,Professional
36864,UAE,25-34 years old,Bachelor
36865,USA,45-54 years old,Some College
36866,USA,45-54 years old,Some College
36868,Poland,35-44 years old,Master
36869,USA,35-44 years old,Master
36873,UK,18-24 years old,Bachelor
36875,Ukraine,25-34 years old,Master
36880,USA,18-24 years old,Bachelor
36883,USA,35-44 years old,Bachelor
36885,Ukraine,35-44 years old,Master
36896,Australia,35-44 years old,Master
36897,Spain,25-34 years old,Bachelor
36899,Ireland,25-34 years old,Master
36905,Mexico,18-24 years old,Professional
36908,USA,18-24 years old,Bachelor
36912,UK,Under 18 years old,Secondary school
36913,USA,Under 18 years old,Secondary school
36916,Cameroon,25-34 years old,Bachelor
36918,Indonesia,18-24 years old,Secondary school
36919,Canada,18-24 years old,Bachelor
36925,Mexico,45-54 years old,Bachelor
36928,USA,18-24 years old,Master
36933,USA,35-44 years old,Bachelor
36940,Australia,35-44 years old,Other
36943,Mexico,35-44 years old,Bachelor
36951,USA,55-64 years old,Associate degree
36955,Serbia,35-44 years old,Master
36958,Egypt,25-34 years old,Bachelor
36960,USA,25-34 years old,Master
36961,Australia,25-34 years old,Master
36973,Australia,45-54 years old,Some College
36978,USA,35-44 years old,Bachelor
36984,USA,35-44 years old,Bachelor
36987,USA,25-34 years old,Bachelor
36989,USA,25-34 years old,Bachelor
36992,USA,25-34 years old,Bachelor
36993,USA,25-34 years old,Bachelor
36994,Colombia,25-34 years old,Bachelor
36998,USA,18-24 years old,Other
37008,USA,25-34 years old,Master
37009,France,35-44 years old,Professional
37014,Argentina,35-44 years old,Some College
37015,China,35-44 years old,Master
37018,USA,35-44 years old,Bachelor
37019,Viet Nam,25-34 years old,Master
37030,China,45-54 years old,Bachelor
37031,Hong Kong,18-24 years old,Bachelor
37033,USA,18-24 years old,Bachelor
37034,Bangladesh,25-34 years old,Bachelor
37035,Brazil,25-34 years old,Some College
37036,USA,25-34 years old,Associate degree
37038,Brazil,25-34 years old,Some College
37044,USA,45-54 years old,Bachelor
37046,Canada,25-34 years old,Some College
37055,Canada,25-34 years old,Bachelor
37057,USA,25-34 years old,Bachelor
37059,Australia,18-24 years old,Secondary school
37060,Mexico,25-34 years old,Bachelor
37061,Australia,25-34 years old,Some College
37064,USA,45-54 years old,Bachelor
37067,USA,25-34 years old,Bachelor
37073,USA,18-24 years old,Some College
37077,USA,25-34 years old,Bachelor
37078,Viet Nam,25-34 years old,Some College
37082,Germany,25-34 years old,Bachelor
37092,USA,35-44 years old,Bachelor
37095,Indonesia,18-24 years old,Secondary school
37096,China,35-44 years old,Some College
37100,USA,35-44 years old,Bachelor
37103,Uzbekistan,35-44 years old,Bachelor
37111,New Zealand,18-24 years old,Bachelor
37120,Australia,25-34 years old,Master
37122,Norway,25-34 years old,Master
37124,USA,25-34 years old,Bachelor
37127,Netherlands,35-44 years old,Professional
37135,Romania,35-44 years old,Secondary school
37136,India,18-24 years old,Bachelor
37143,USA,35-44 years old,Some College
37144,Australia,18-24 years old,Bachelor
37146,Colombia,25-34 years old,Associate degree
37148,Australia,25-34 years old,Master
37149,New Zealand,25-34 years old,Bachelor
37152,Chile,25-34 years old,Associate degree
37156,USA,45-54 years old,Professional
37161,Australia,35-44 years old,Bachelor
37162,Canada,18-24 years old,Some College
37164,Finland,25-34 years old,Bachelor
37166,USA,25-34 years old,Bachelor
37168,USA,35-44 years old,Bachelor
37170,Nepal,25-34 years old,Bachelor
37185,Indonesia,18-24 years old,Bachelor
37186,Pakistan,25-34 years old,Bachelor
37191,Nepal,25-34 years old,Bachelor
37200,India,18-24 years old,Bachelor
37202,India,18-24 years old,Bachelor
37203,Kenya,25-34 years old,Some College
37206,India,18-24 years old,Bachelor
37207,India,25-34 years old,Bachelor
37216,Australia,35-44 years old,Bachelor
37223,Ukraine,35-44 years old,Some College
37226,UK,35-44 years old,Bachelor
37231,India,25-34 years old,Bachelor
37233,USA,35-44 years old,Master
